Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Fabric,Neck,Sleeve Length,Pattern,Occasion,Weave Type,Surface Styling,Transparency,Type,Print or Pattern Type,Sleeve Styling,Main Trend,Wash Care,Body or Garment Size,taxMaterial,Lining,Closure,Length,Fabric Type,Center Front Open,Sustainable,Character,Multipack Set,Number of Items,Contact Brand or Retailer for pre-sales product queries,Where-to-wear,Style Tip,Care for me,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Bust ( Inches ),Chest ( Inches ),Front Length ( Inches ),Across Shoulder ( Inches ),Sleeve-Length ( Inches ),To Fit Bust ( Inches ),To Fit Waist ( Inches ),Waist ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
5109,TP09OW5109,TP09OW5109XL,TP09OW5109XL,Zummer Polyester Floral Printed Off White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Off White,,61142000,TP09OW5109,2199,Adults-Women,Off White,White,Blue,Fashion,Travel,2025,Summer,Zummer Polyester Floral Printed Off White Top,,100% Polyester,,,,,,Polyester,V-Neck,Short Sleeves,Printed,Casual,Woven,,,,Floral,Bell Sleeves,,Machine Wash,Garment Measurements in,,NA,NA,Regular,Crepe,,,,NA,1,,,,,,1 Top,,,,42,42,25.5,15,11,42,36,36,,,,,,,
5024,TP00YL5024,TP00YL5024XS,TP00YL5024XS,Zummer Cotton Tropical Embroidered Yellow Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Yellow,,61142000,TP00YL5024,2199,Adults-Women,Yellow,Cream,Black,Fashion,Travel,2025,Summer,Zummer Cotton Tropical Embroidered Yellow Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Machine Wash,Garment Measurements in,,NA,Button,Crop,Cotton,,,,NA,1,,,,,,1 Top,,,,36,36,16,14,17,36,34,34,,,,,,,
5024,TP00YL5024,TP00YL5024S,TP00YL5024S,Zummer Cotton Tropical Embroidered Yellow Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Yellow,,61142000,TP00YL5024,2199,Adults-Women,Yellow,Cream,Black,Fashion,Travel,2025,Summer,Zummer Cotton Tropical Embroidered Yellow Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Machine Wash,Garment Measurements in,,NA,Button,Crop,Cotton,,,,NA,1,,,,,,1 Top,,,,38,38,16.5,14.5,17,38,36,36,,,,,,,
5024,TP00YL5024,TP00YL5024M,TP00YL5024M,Zummer Cotton Tropical Embroidered Yellow Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Yellow,,61142000,TP00YL5024,2199,Adults-Women,Yellow,Cream,Black,Fashion,Travel,2025,Summer,Zummer Cotton Tropical Embroidered Yellow Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Machine Wash,Garment Measurements in,,NA,Button,Crop,Cotton,,,,NA,1,,,,,,1 Top,,,,40,40,17,15,17,40,38,38,,,,,,,
5024,TP00YL5024,TP00YL5024L,TP00YL5024L,Zummer Cotton Tropical Embroidered Yellow Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Yellow,,61142000,TP00YL5024,2199,Adults-Women,Yellow,Cream,Black,Fashion,Travel,2025,Summer,Zummer Cotton Tropical Embroidered Yellow Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Machine Wash,Garment Measurements in,,NA,Button,Crop,Cotton,,,,NA,1,,,,,,1 Top,,,,42,42,17.5,15.5,17,42,40,40,,,,,,,
5024,TP00YL5024,TP00YL5024XL,TP00YL5024XL,Zummer Cotton Tropical Embroidered Yellow Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Yellow,,61142000,TP00YL5024,2199,Adults-Women,Yellow,Cream,Black,Fashion,Travel,2025,Summer,Zummer Cotton Tropical Embroidered Yellow Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,,,,Tropical,Regular Sleeves,,Machine Wash,Garment Measurements in,,NA,Button,Crop,Cotton,,,,NA,1,,,,,,1 Top,,,,44,44,18,16,17,44,42,42,,,,,,,
5183,TP00CR5183,TP00CR5183M,TP00CR5183M,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,40,40,29,15,17.5,36,30,40,,,,,,,
5183,TP00CR5183,TP00CR5183L,TP00CR5183L,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,42,42,29.5,15.5,17.5,38,32,42,,,,,,,
5183,TP00CR5183,TP00CR5183XL,TP00CR5183XL,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,44,44,30,16,18,40,34,44,,,,,,,
5183,TP00CR5183,TP00CR5183XXL,TP00CR5183XXL,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,46,46,30.5,16.5,18,42,36,46,,,,,,,
5182,TP00WH5182,TP00WH5182S,TP00WH5182S,Zummer Cotton Colourblocked White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,White,,61142000,TP00WH5182,2199,Adults-Women,White,Off White,Green,Fashion,Travel,2025,Summer,Zummer Cotton Colourblocked White Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Colourblocked,Casual,Woven,Embroidered,Opaque,Regular,Tropical,Cuffed Sleeves,Tropical,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,40,40,25,14,14,36,30,40,,,,,,,
5182,TP00WH5182,TP00WH5182M,TP00WH5182M,Zummer Cotton Colourblocked White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,White,,61142000,TP00WH5182,2199,Adults-Women,White,Off White,Green,Fashion,Travel,2025,Summer,Zummer Cotton Colourblocked White Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Colourblocked,Casual,Woven,Embroidered,Opaque,Regular,Tropical,Cuffed Sleeves,Tropical,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,42,42,25,14.5,14,38,32,42,,,,,,,
5182,TP00WH5182,TP00WH5182L,TP00WH5182L,Zummer Cotton Colourblocked White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,White,,61142000,TP00WH5182,2199,Adults-Women,White,Off White,Green,Fashion,Travel,2025,Summer,Zummer Cotton Colourblocked White Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Colourblocked,Casual,Woven,Embroidered,Opaque,Regular,Tropical,Cuffed Sleeves,Tropical,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,44,44,25,15,14,40,34,44,,,,,,,
5182,TP00WH5182,TP00WH5182XL,TP00WH5182XL,Zummer Cotton Colourblocked White Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,White,,61142000,TP00WH5182,2199,Adults-Women,White,Off White,Green,Fashion,Travel,2025,Summer,Zummer Cotton Colourblocked White Top,,100% Cotton,,,,,,Cotton,Round Neck,Short Sleeves,Colourblocked,Casual,Woven,Embroidered,Opaque,Regular,Tropical,Cuffed Sleeves,Tropical,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,46,46,25,15.5,14,42,36,46,,,,,,,
5183,TP00CR5183,TP00CR5183M,TP00CR5183M,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,40,40,29,15,17.5,36,30,40,,,,,,,
5183,TP00CR5183,TP00CR5183L,TP00CR5183L,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,42,42,29.5,15.5,17.5,38,32,42,,,,,,,
5183,TP00CR5183,TP00CR5183XL,TP00CR5183XL,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,44,44,30,16,18,40,34,44,,,,,,,
5183,TP00CR5183,TP00CR5183XXL,TP00CR5183XXL,Zummer Cotton Embroidered Cream Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Cream,,61142000,TP00CR5183,2199,Adults-Women,Cream,Off White,Brown,Fashion,Travel,2025,Summer,Zummer Cotton Embroidered Cream Top,,100% Cotton,,,,,,Cotton,Shirt Collar,Three-Quarter Sleeves,Embroidered,Casual,Woven,NA,Opaque,Regular,Tropical,Regular Sleeves,Pocket Detailing,Hand Wash,Garment Measurements in,,NA,Button,Regular,Cotton,,,,NA,1,,,,,,1 Top,,,,46,46,30.5,16.5,18,42,36,46,,,,,,,
