Version : 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Business (Information required for Style Creation/Legal Compliance/Order Tracking),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Discoverability - Attributes required for Product Description and Cataloguing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sizing - Mandatory Measurements,,,,,,,,Imagery - Mandatory Image Angles,,,,,,
styleId,styleGroupId,vendorSkuCode,vendorArticleNumber,vendorArticleName,brand,Manufacturer Name and Address with Pincode,Packer Name and Address with Pincode,Importer Name and Address with Pincode,Country Of Origin,Country Of Origin2,Country Of Origin3,Country Of Origin4,Country Of Origin5,articleType,Brand Size,Standard Size,is Standard Size present on Label,Brand Colour (Remarks),GTIN,HSN,SKUCode,MRP,AgeGroup,Prominent Colour,Second Prominent Colour,Third Prominent Colour,FashionType,Usage,Year,season,Product Details,styleNote,materialCareDescription,sizeAndFitDescription,productDisplayName,tags,addedDate,Color Variant GroupId,Fabric,Neck,Sleeve Length,Pattern,Occasion,Weave Type,Surface Styling,Transparency,Type,Print or Pattern Type,Sleeve Styling,Main Trend,Wash Care,Body or Garment Size,taxMaterial,Lining,Closure,Length,Fabric Type,Center Front Open,Sustainable,Character,Multipack Set,Number of Items,Contact Brand or Retailer for pre-sales product queries,Where-to-wear,Style Tip,Care for me,Collection Name,Package Contains,BIS Expiry Date,BIS Certificate Image URL,BIS Certificate Number,Bust ( Inches ),Chest ( Inches ),Front Length ( Inches ),Across Shoulder ( Inches ),Sleeve-Length ( Inches ),To Fit Bust ( Inches ),To Fit Waist ( Inches ),Waist ( Inches ),Front Image,Side Image,Back Image,Detail Angle,Look Shot Image,Additional Image 1,Additional Image 2
1029,TP04BK1029,TP04BK1029S,TP04BK1029S,Black & White Striped Rib Short Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1029,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Short Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,28,28,21,12,5,34,28,24,,,,,,,
1029,TP04BK1029,TP04BK1029M,TP04BK1029M,Black & White Striped Rib Short Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1029,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Short Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,30,30,21.5,12.5,5.25,36,30,26,,,,,,,
1029,TP04BK1029,TP04BK1029L,TP04BK1029L,Black & White Striped Rib Short Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1029,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Short Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,32,32,22,13,5.5,38,32,28,,,,,,,
1029,TP04BK1029,TP04BK1029XL,TP04BK1029XL,Black & White Striped Rib Short Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1029,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Short Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,34,34,22.5,13.5,5.75,40,34,30,,,,,,,
1029,TP04BK1029,TP04BK1029XXL,TP04BK1029XXL,Black & White Striped Rib Short Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1029,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Short Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,36,36,23,14,6,42,36,32,,,,,,,
1030,TP04BK1030,TP04BK1030XS,TP04BK1030XS,Black Short Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1030,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Short Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,26,26,20.5,11.5,4.75,32,26,22,,,,,,,
1030,TP04BK1030,TP04BK1030S,TP04BK1030S,Black Short Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1030,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Short Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,28,28,21,12,5,34,28,24,,,,,,,
1030,TP04BK1030,TP04BK1030M,TP04BK1030M,Black Short Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1030,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Short Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,30,30,21.5,12.5,5.25,36,30,26,,,,,,,
1030,TP04BK1030,TP04BK1030L,TP04BK1030L,Black Short Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1030,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Short Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,32,32,22,13,5.5,38,32,28,,,,,,,
1030,TP04BK1030,TP04BK1030XL,TP04BK1030XL,Black Short Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1030,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Short Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,34,34,22.5,13.5,5.75,40,34,30,,,,,,,
1030,TP04BK1030,TP04BK1030XXL,TP04BK1030XXL,Black Short Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1030,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Short Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Short Sleeves Top,,,,36,36,23,14,6,42,36,32,,,,,,,
1031,TP04BK1031,TP04BK1031XS,TP04BK1031XS,Black & White Striped Rib Full Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1031,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Full Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,27,27,22.5,12.5,22.75,32,26,23,,,,,,,
1031,TP04BK1031,TP04BK1031S,TP04BK1031S,Black & White Striped Rib Full Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1031,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Full Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,29,29,23,13,23,34,28,25,,,,,,,
1031,TP04BK1031,TP04BK1031M,TP04BK1031M,Black & White Striped Rib Full Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1031,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Full Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,31,31,23.5,13.5,23.25,36,30,27,,,,,,,
1031,TP04BK1031,TP04BK1031L,TP04BK1031L,Black & White Striped Rib Full Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1031,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Full Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,33,33,24,14,23.5,38,32,29,,,,,,,
1031,TP04BK1031,TP04BK1031XL,TP04BK1031XL,Black & White Striped Rib Full Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1031,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Full Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,35,35,24.5,14.5,23.75,40,34,31,,,,,,,
1031,TP04BK1031,TP04BK1031XXL,TP04BK1031XXL,Black & White Striped Rib Full Sleeves Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1031,2199,Adults-Women,Black,White,,Fashion,Casual,2025,Summer,Black & White Striped Rib Full Sleeves Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Striped,Casual,Knitted,NA,Opaque,Fitted,Horizontal Stripes,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,37,37,25,15,24,42,36,33,,,,,,,
1032,TP04BK1032,TP04BK1032XS,TP04BK1032XS,Black Full Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1032,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Full Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,27,27,22.5,12.5,22.75,32,26,23,,,,,,,
1032,TP04BK1032,TP04BK1032S,TP04BK1032S,Black Full Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1032,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Full Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,29,29,23,13,23,34,28,25,,,,,,,
1032,TP04BK1032,TP04BK1032M,TP04BK1032M,Black Full Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1032,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Full Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,31,31,23.5,13.5,23.25,36,30,27,,,,,,,
1032,TP04BK1032,TP04BK1032L,TP04BK1032L,Black Full Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1032,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Full Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,33,33,24,14,23.5,38,32,29,,,,,,,
1032,TP04BK1032,TP04BK1032XL,TP04BK1032XL,Black Full Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XL,XL,Yes,Black,,61142000,TP04BK1032,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Full Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,35,35,24.5,14.5,23.75,40,34,31,,,,,,,
1032,TP04BK1032,TP04BK1032XXL,TP04BK1032XXL,Black Full Sleeves Rib Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XXL,XXL,Yes,Black,,61142000,TP04BK1032,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Full Sleeves Rib Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Short Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,NA,Regular,Cotton,No,,,NA,1,,,,,,1 Full Sleeves Top,,,,37,37,25,15,24,42,36,33,,,,,,,
1035,TP04BK1035,TP04BK1035XS,TP04BK1035XS,Black Ribbed Henley Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,XS,XS,Yes,Black,,61142000,TP04BK1035,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Ribbed Henley Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,Button,Regular,Cotton,No,,,NA,1,,,,,,1 Hanley Top,,,,28,28,21,12,22.75,32,26,25,,,,,,,
1035,TP04BK1035,TP04BK1035S,TP04BK1035S,Black Ribbed Henley Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,S,S,Yes,Black,,61142000,TP04BK1035,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Ribbed Henley Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,Button,Regular,Cotton,No,,,NA,1,,,,,,1 Hanley Top,,,,30,30,21.5,12.5,23,34,28,27,,,,,,,
1035,TP04BK1035,TP04BK1035M,TP04BK1035M,Black Ribbed Henley Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,M,M,Yes,Black,,61142000,TP04BK1035,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Ribbed Henley Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,Button,Regular,Cotton,No,,,NA,1,,,,,,1 Hanley Top,,,,32,32,22,13,23.25,36,30,29,,,,,,,
1035,TP04BK1035,TP04BK1035L,TP04BK1035L,Black Ribbed Henley Top,ZUMMER,"Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010","Zummer International Private Limited, B-4033, Aashirwad Textile Market, Opp. Landmark  Empires, Puna Khumbhariya, Near Tata Showroom, Magob, Surat, Gujarat 395010",,India,,,,,Tops,L,L,Yes,Black,,61142000,TP04BK1035,2199,Adults-Women,Black,,,Fashion,Casual,2025,Summer,Black Ribbed Henley Top,,96% Cotton 4% Lycra,,,,,,Cotton Blend,Round Neck,Long Sleeves,Solid,Casual,Knitted,NA,Opaque,Fitted,Ribbed,Regular Sleeves,Knits,Machine Wash,Garment Measurements in,,NA,Button,Regular,Cotton,No,,,NA,1,,,,,,1 Hanley Top,,,,34,34,22.5,13.5,23.5,38,32,31,,,,,,,
